Protein,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46
D3YVF0,2854950.59650827,1966429.31221843,2759426.87548111,1963770.60414556,2260875.32762563,1641238.17664658,2909193.88300427,NaN,2580672.61204097,2975783.73238664,1974637.45771645,1806335.22029344,3859886.80718322,2356835.6765598,2479773.75482877,3114222.43065417,3286630.68783566,2746212.39383385,2737987.58235343,2461142.63718128,2667098.56252964,2784310.31570366,2280740.40138867,2322396.40570865,3347808.32710597,3335693.34895124,2967583.08593876,2590023.49618251,2784279.46076609,2985976.02881939,2435890.65710695,3142411.53075949,535622.979840467,691977.378939249,872021.012547058,706080.670030395,863274.638997908,760346.88163953,871634.928434079,799139.780085641,1159287.79205847,900403.256254039,825406.479269322,744691.777861373,884355.185978318,797549.655689628
D3YXK2,346498.277524936,314082.459590444,456239.901722972,NaN,216944.286952312,347556.319760452,136703.867900395,345961.118825786,236271.039818615,196958.347755087,384442.690882849,299613.686240288,409551.943204034,178612.210465742,332914.508030161,406415.820352666,2109935.75021548,2155013.89238351,2523443.77925857,2156129.23342804,2859129.65903177,757568.531127852,1830110.24143688,2571580.56941129,3953602.214868,1687353.65312446,2431769.47319981,598942.933492206,1708535.12365191,1536756.39268229,3061624.03691423,2521935.36863501,24989.7677885435,34767.6439174354,31048.4567334616,15936.252354887,28153.6413799318,27843.6886234194,35522.1083848135,40448.0804892509,NaN,37134.7575135321,40046.4116276575,35630.7707451716,38343.5752168701,28015.1936017559
D3YZI9,736918.87191923,475220.417119454,518904.177381307,673166.409799446,522827.419513427,445855.076864418,636915.748172294,387296.733023152,564086.209456251,617635.68834068,539967.23401273,671697.108863607,732705.257293793,564372.309992346,606275.394389238,540582.006830534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D3YZP9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66191.5354685795,105484.356545617,24592.8370166033,89103.4255754995,186653.975999548,72821.9548612508,55074.1932520848,114290.381956382,143530.869492953,217307.099523633,118474.714106273,78630.4356833836,106122.622317398,119001.475524576
D3YZU1,1683688.81332539,2303271.37032992,2154771.58404102,1680704.57111557,1487855.45457716,3308806.37751743,1878265.95359013,5382615.84874405,2005252.36746426,2076626.05785255,2193070.80480898,1503476.62048376,2075811.21897935,2399110.75595997,2528588.19882146,1978216.76412623,1247702.39075243,1144255.16409744,1277046.4469932,1047563.2763387,853471.540009485,741826.847364156,1085190.99743493,1076475.58719542,901251.257582811,974373.58350944,958282.038167723,1628286.83032062,1120943.67900972,1332503.9607435,1329683.43209049,962738.819296381,268707.180521973,216031.962205424,296138.745741598,361764.560756924,343754.405799167,373747.97421436,349250.981598587,343764.039478181,302045.730856051,366763.037170688,234012.038606605,341569.919065635,407965.312071749,439157.08889239
D3Z7P3,2659740.29931113,3404835.93874858,2946320.32919895,3087188.92273334,2792845.99294931,3536999.9207945,3361107.49589813,3091185.06171611,4062815.66625368,4035505.27737325,4071597.58980472,3223280.81226015,3052003.52195883,4068976.39226692,3309619.30270453,3848708.85297826,3388069.90659602,3222985.37887444,3422484.47794179,3428771.36632947,4491393.97929991,2508830.84983898,3503879.40697212,3777631.92173209,3804810.73366328,3579530.58206171,3565221.34630142,4513496.82790629,3841944.06112203,3608459.63091854,4525393.19324914,3302534.41130775,833887.950219858,700416.127462898,542067.115907631,939889.919908663,695286.060598316,639333.927237746,786560.971378013,928609.353395606,843835.331634396,926076.668855986,955630.751799359,910275.165022633,1169672.69853483,817740.786213417
E9PUL5,5990515.99523744,7856613.40946531,8025424.77729564,6439752.25143229,6234031.23426185,7934113.96624871,5804265.46560561,9075863.1172479,7201471.54576296,6968471.97763922,6491839.07558993,6879216.76710555,7068978.74571347,7588376.75233155,6785207.71498423,7002103.89282303,9352695.96970518,7923967.01137475,7314922.04837708,8077596.34767189,9068135.11260077,8520186.33710024,6336411.84095483,7106732.34879941,11159361.0903532,8358740.35102693,7573519.3339062,8769895.73523563,5505279.84287839,8452160.1597526,8581486.35164282,8436474.26888617,1692855.23728843,2666644.5334732,2705212.07182636,2640532.32449588,2410947.18999416,2859332.63940499,2641770.24542521,2151873.59777251,1387990.82586592,2778230.00656796,3103841.68361063,2410061.86548849,3382497.20768349,3192722.51407399
E9Q3L2,746679.386779088,733769.456318543,694803.898527513,724472.128286133,710679.560705851,747772.687969457,790848.822564267,629020.216046883,809947.586684478,785692.539414314,748789.513833186,884779.766586844,819103.886408068,849729.095943534,899162.058345391,813810.955935098,1075255.71885981,1020294.18798688,913343.61888954,951852.173781649,992160.665261026,593264.706844278,1241532.07333657,886098.886126604,1211587.77552406,1043623.35771281,493566.770196064,874132.929961597,754829.009655739,982356.934562729,1609028.69093303,758582.146597355,165702.761321884,173838.219587177,210063.816183486,279175.223735247,200653.024199514,310564.219261217,261191.973417746,156256.381580991,269711.853662583,306247.136037524,360319.791662054,348505.34889438,318884.278739627,276366.099044349
E9Q401,407501.495399044,434253.13978157,461736.768008791,475904.768031672,447187.840537717,231704.213173634,446264.692732694,73415.6452157577,382741.647529049,521297.366069171,421139.493194394,409940.747599528,464532.889004028,614045.528287552,563318.683675669,498471.451950619,490965.818800142,448166.605938163,291166.589914451,436484.698474458,448072.558504979,444702.5663244,395450.956692391,451521.704629192,277389.832817351,594962.848789548,293667.076212689,248527.989891042,432105.70852149,333612.305500016,432426.460688251,246188.928842942,159432.927109704,80252.4984599056,89251.5043394226,158199.293449973,123658.259099701,100130.18793422,159700.235175422,131255.360528033,115140.148054787,121031.802266327,177222.506225086,205462.108676537,179453.096132826,169100.718136725
E9Q414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81059.999457462,87762.9846459535,119890.080455941,110739.505414981,99548.787199759,108162.021190975,113879.700410137,74913.7737979724,93058.4758251016,116447.264301693,125328.623186801,84005.3938006601,127295.505602134,114710.860288271
E9Q4N7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55084.9720070046,30126.3322294283,32278.0985842918,59441.0580536296,36397.5253199119,29557.1463848606,46268.2924340008,49287.7272186898,57254.6215669692,NaN,41808.845391222,57824.146197152,48155.3991780894,46061.0165073915
E9Q4P1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,305332.048468683,310855.98624647,322837.341799882,NaN,65397.2567532268,379768.120799157,253824.334993255,NaN,NaN,307234.913719193,314275.292087264,322800.722502159,275715.985562875,267473.422776981,73523.6721273564,330253.441130775,90464.750775731,NaN,20186.6203844619,36176.4560756924,101104.236999755,30735.1485958514,57163.7290394268,23036.6551130833,91481.2135229812,92607.6668855986,NaN,31122.7413564881,23754.9422218993,100198.485224298
E9Q4Z2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29826.4970379391,43290.7799263213,45701.6887891878,18844.3276021292,62373.5369798489,47976.8173203534,24626.6717793875,23840.2593612141,59778.2412503619,43461.4199047265,53656.3168018492,20979.6752319502,54481.4435741387,24607.9403258667
E9Q557,261093.772501184,252176.351613197,173700.974631878,255644.01108021,261829.311838997,253645.900027199,314927.298985414,242622.083332369,230168.09783068,248338.786299892,269109.883617994,285552.394106268,304078.292077515,271617.385146129,227475.309005946,242870.176981834,150130.043765333,137310.619691693,165505.21953032,148299.620445539,161092.75317679,143642.864343722,159100.036064613,162468.074734124,164733.4256195,176538.156771981,177230.656521342,131405.603850436,129270.117821282,205225.062567065,193306.919119037,183140.544627066,45590.6516285615,51729.5284499707,33200.3299724144,47227.1420152126,42308.2345598975,38874.0729626971,46865.3026589556,44912.5485344221,52522.8346606082,53730.7849455058,52579.2739463377,54009.6597913429,61323.8997576206,77735.852516584
E9Q6P5,163488.623902611,229416.75309215,202284.679318137,206107.455299962,230243.553585404,179044.164725081,149696.384271093,262391.290122414,314737.436806348,277240.282981345,237655.481636671,292042.221245046,191872.280240794,128938.992170536,181589.731652815,188028.524114968,429087.895356322,459609.157579137,389243.757043529,456468.335272084,394730.587254387,545055.80031796,213359.58593636,477436.857654267,388983.443720883,538392.610707919,517266.218451825,489438.263616842,272100.038211231,484370.052883405,331862.167504937,396304.12935693,128979.446650547,111391.480512172,24080.486245424,129118.540977552,68750.8811598335,137076.620915296,112536.427403989,155363.487971957,133278.664529171,105444.373186573,112599.934894392,94495.2314166353,116450.85806605,155219.315901621
E9Q7G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57414.5978183637,80765.3436658773,47710.4552596661,65630.4703248341,54302.1267331035,66311.8428545678,57202.4407122482,59604.8519576726,62598.7017354099,56960.3776546059,31015.3648912349,62465.27255499,69516.587835361,54759.1043721601,68718.9336752649,47336.3265620778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E9Q7X7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37046.1060188208,44676.9872468293,37572.3321943686,24109.4718999416,40159.166283778,55671.2034770396,NaN,42980.39773278,42086.0585153364,NaN,46900.8442168804,29822.7807242323,41518.0121395392
E9Q8I9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42366.1654622978,72066.9123919656,44984.3977095368,59324.7350437399,39041.7899799055,45192.4484580115,68059.1656448528,57502.3484218048,54100.0969627285,67392.7080801139,70399.4375557109,43519.8221753678,81334.8565206336,56408.9709008329
F6SEU4,3757798.22104508,3723470.31804324,3001288.99205714,4635206.2908661,3973155.90663622,2448692.25285773,3897754.9112096,85007.5891971931,4054097.17769949,3939166.95510174,4578362.95505939,3742466.98336245,3815004.40244854,4544571.03551889,3993021.51860223,3976019.83284777,5650164.48495204,4538878.81758649,5414676.93525118,4911767.57078486,4918129.74930465,5145562.880258,5196041.64026049,4016848.71888663,4389348.69553893,4740195.81166755,5615738.8258216,6103695.0774007,5568558.92153217,4483827.19637048,4335438.41723622,5944561.94035394,1227096.12438368,894507.343506833,1116924.68117073,945706.070403149,1291023.33399687,1327929.76511692,1164169.93866196,1401842.96618375,1293355.0877387,1338685.08567301,1449112.20559739,1569140.9987533,1536325.06761197,1627909.89848041
F6ZDS4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46128.0659896055,33079.8942127055,15165.5828269053,44551.7127877498,50629.8909898774,40373.3485039581,49999.6063399686,51877.1186848892,15693.7599060976,27048.7739913382,42494.2362992748,57303.9889599962,NaN,30034.3066541347
F8VPU2,1181022.29804274,965006.977292378,833324.92893015,902272.980283094,964196.830899167,1009317.59526394,844513.564095414,893208.706786574,932878.275298592,922707.042200462,826551.785398125,1124903.37072166,1256707.33257128,992407.488919126,1161783.76702608,946018.511953435,1450580.82827314,1373106.19691693,1185099.1028097,1199018.20785755,1290875.70426434,917936.934470499,1287514.74271941,1255888.18506133,1137192.03492171,927556.834752231,1025258.73976009,1066480.26313397,1066704.46873506,1167156.75393592,1206771.51819977,1010775.68346086,293786.517370691,257381.829971306,270521.207182636,307092.746108771,285425.038299308,203473.109171142,142088.433539254,299119.359026469,287061.738985906,218224.007116559,304509.389149181,260078.618577895,263370.011590623,141337.913666516
G3UYX5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88673.3695722513,122361.853592916,155754.634438488,120975.930285274,162544.504099606,117800.221099082,174625.490799293,143755.871054512,152205.812154615,168710.997098517,292759.830725418,147377.883860807,203982.656035875,142599.859324253
G3X9K3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216065.535959566,103936.510738851,248257.829295479,NaN,106577.258558684,256786.216395284,156341.075901643,127582.291815754,182800.962622929,204823.275812795,208142.980333204,278998.854552013,229612.656829411,257747.116494181,226828.350180142,255195.840873781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
G5E829,7039771.34267211,6818775.71690557,6838101.65955876,8845813.5321872,5959733.85995432,4335677.32226422,6242056.77809654,1707340.58641297,7602522.01925581,7353825.26672527,5757903.02935904,8047385.65208573,6395742.67469313,7472120.28398106,7126908.82293307,7207760.09107379,6684844.51630772,7227878.45321548,7907471.59978192,8003972.42262801,8353352.69784283,9002275.40236343,6566325.187869,9897594.98226903,6621220.91360958,9021977.62508741,8480280.83238749,10474359.7272087,7765246.93765606,9064917.45556895,8559138.73093542,6925314.583712,2597502.74504575,2565379.55118941,2428542.65538957,2407886.3047165,2862027.63199307,3030678.41554911,2328339.87732391,3571574.43613695,3304364.52294217,3823504.66250442,3426954.5402641,3875171.41681064,4157114.88883238,3811075.88636499
G5E872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93151.8225809509,NaN,39451.0093808011,34780.5799570162,44796.9542398915,92955.0835581849,52089.1421273105,162506.636844231,200312.312369286,91690.759292672,45235.799931486,69961.1483974538,47897.1932843731,110420.245051966
G5E8K5,993132.386990485,1320056.71422071,1060895.19316306,1123418.31858777,1039005.20571031,1009317.59526394,925010.676392135,925558.317897557,1333928.74879145,1145355.60922795,1162065.40653225,1233067.15636797,1133280.71955089,1204839.76290501,1122732.21183192,1204557.73261152,726304.806324176,767604.505915363,756011.496619978,737291.020796614,847070.503459414,677876.257074143,738481.670288348,748549.227762743,818353.146625903,868060.549873276,884092.461019255,826522.203928831,866019.390718802,982356.934562729,1049220.79221258,790606.722707006,489047.068549992,389026.306940236,482634.426450839,489719.871635578,594959.548498559,565441.061275593,362683.71166007,444661.017299049,510244.354735939,631749.331526511,645246.583438297,677938.265759714,608074.87970188,583018.89387438
O08529,549028.960866976,650014.133761093,558481.614639204,651936.457322197,465474.332158217,727586.336064178,624205.677809654,997446.342588628,554495.87204664,707551.455794089,538219.767235988,438063.33186757,630597.786522376,495675.305967061,715619.748932869,780514.238123072,766880.493828321,824817.264120235,815266.451760463,936075.618415103,763857.028308488,965161.985761587,854357.997133095,857193.523137097,847048.646572524,783205.192750832,742926.182278418,880798.431606185,815396.127795781,822845.511524821,697245.766070978,883678.147025681,200634.69478974,380587.558416587,374016.062960841,189606.506120188,346865.30539916,236671.353299065,311937.842538909,347335.613914318,179019.271290662,376849.020692882,305488.519017827,284352.622978499,193654.420287223,217054.653130722
O08530,134207.079323039,201194.850926052,118732.311773689,137110.109748902,148785.545457716,134283.123543811,151108.614311387,224650.077159601,137752.119156241,132732.79957408,174746.677674022,114653.612785092,138013.394559168,189180.980315786,149372.198617638,140042.077856461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O08532,1756892.67477432,919487.780250284,1176329.38516525,1273797.14863496,1396422.99647465,1079530.99319534,1184861.00380611,251608.086418753,1455987.58855014,1423666.31801231,1293125.41478777,1611640.40613007,1851399.19530591,1384508.85035576,1708505.53974423,1537524.91073177,1815762.01581044,1582886.31033479,1460941.13536023,1272642.13290143,1354886.06976506,1160949.17757255,1545017.6912633,1425333.41637913,1413519.07144474,1638586.20650236,1494095.65090667,1704463.99197305,1853173.01771768,1818819.27488347,1597854.88057933,1280983.04438604,575929.056918763,557801.277413223,772624.962938287,518800.624108,696063.785498314,593284.749899013,644771.042951236,758066.674070068,859607.9546556,808712.496961367,643288.323701003,811445.289963033,691991.795159676,634758.665841588
O08539,4636244.55843224,5944807.13369739,4892210.99437885,5670166.47413201,5793493.02704067,4721851.01088695,5253495.74989121,4690693.61109248,5832668.84275475,5309311.98296321,5967599.04256786,5310841.87523399,5116594.1397545,5897373.57632451,5721052.83594354,5631062.57115139,6522541.76629113,5988268.69210991,7560114.96619977,6005608.74286543,6080984.72256757,6267157.84842131,5913371.28263273,6897417.65128919,7832808.68913364,6037409.89181525,6728582.48304864,6370315.1431842,6734701.94243744,6652793.49743473,7754624.3854689,7055414.42415747,1531630.92897525,1552729.72835149,1455076.19014903,1791374.35230117,1508786.30599635,1981185.53666638,1805955.93048842,1589350.62408094,1861169.51650203,1971351.32479245,2232416.10051489,2045951.79947944,2194750.09658853,2107449.24842038
O08547,907727.881966734,844836.297101251,890492.338302668,809391.93819513,804605.631302062,1246287.81328243,951843.047157708,1437760.49382145,1054937.11505729,905580.229352194,952369.393323422,1004841.56865425,1076055.65351416,926881.115848854,909901.236023785,836335.206219704,546757.38911834,601687.507121236,518991.676058038,500642.690298414,436337.324829848,616877.232489821,630882.223932512,461489.071177298,424055.721433422,534491.214978152,519327.040039282,521813.557319124,423065.840142379,476589.007857166,471534.796926207,536411.649836653,321552.926024629,232909.459252723,371966.659876125,312908.896603256,336754.881699184,331982.441279231,298505.112477424,325013.273688462,289427.632439087,298911.875294111,331925.025471294,325965.201950962,238840.451687575,271318.316413402
O08553,74667938.6779087,76836404.6070536,62774212.9840522,73331794.1818319,57186846.5222953,64245259.1072351,72306178.0630188,53286998.3022574,76635514.3913516,70005847.5172973,72345124.5570452,69549314.1705796,79890680.4277458,69859568.7087905,74686099.3088191,77757629.2433776,83484477.0397762,69799565.0099437,95727401.6666105,104335619.490762,101136377.491124,109207931.110638,94724298.9286424,97879539.5023988,120095981.258087,91292660.0765602,92427848.1974675,86080192.6672423,84341971.9771025,94442434.0059813,90172649.5543719,86766585.8970855,29647358.9175911,23459720.8957453,28999053.6487447,24078863.047165,28775821.2999303,27736597.5133293,21492368.0983746,28215438.0454819,34620907.531542,37134757.5135321,33388328.5208588,35110613.5080158,26337001.1590623,28646166.4306243
O08583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,579217.939121655,561638.576377825,560878.799519416,462778.957418702,473676.704705264,568668.325963504,400968.877018331,459495.597867677,366664.721540176,533515.866045709,566725.936550804,467537.329641769,497192.760851086,487287.944768246,424604.793440661,450345.601541966,204217.4571967,188184.092077381,161902.843692638,82240.3679920082,178876.726999567,138147.532016196,201490.950922261,127683.786091896,225548.509203212,199885.855258025,211492.051627727,234937.685448698,183326.184538571,186767.95734504
O08585,6454140.45108067,4242389.1643231,4672336.3429461,4325602.81723955,4480190.44702285,4397114.0454542,5804265.46560561,4151533.42590943,4873635.10179358,5694665.27204925,4613312.29059418,6998196.93131649,6451845.68061149,5168128.45667149,5193856.84082245,6061961.2722482,3915553.84414989,3737900.20271829,3626811.9094607,3502395.29137336,3413886.16003794,3286076.48567146,2915301.23887182,3478610.92528892,3390320.17887874,3228404.96638263,3616741.88598786,4542063.26352594,3661146.69353982,3890522.51311972,4201352.6929918,3652803.21250706,1594329.27109704,1350199.7637839,1537052.31353771,1837903.55625704,1609890.5429961,1863385.3155673,1582077.09613035,1464345.51881615,2066213.61577768,1705448.1228437,2330329.08737958,2019943.93762165,2078557.44441619,2246263.27077142
